document number,OTA date,OTA time,Platform,Type of document,Last updated,Policy content
ota1,2020-12-09,2020-12-09--09-45-17.md,Telegram,terms_of_service,none,"By signing up for Telegram, you accept our [Privacy Policy](https://telegram.org/privacy) and agree not to:
*   Use our service to send spam or scam users.
*   Promote violence on publicly viewable Telegram channels, bots, etc.
*   Post illegal pornographic content on publicly viewable Telegram channels, bots, etc.
We reserve the right to update these Terms of Service later.
> Citizens of EU countries and the United Kingdom must be at least 16 years old to sign up."
